"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-13",,,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-14","1.11",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-15","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-16",,,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-17",,,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-18","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-19",,,"54",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-20","0.00",,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-21",,,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-22","0.24",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-23","0.67",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-24","0.33",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-25","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-26","0.43",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-27","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-28","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-29","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-09-30","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-01","0.00",,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-02","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-03","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-04","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-05","0.00",,"54",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-06","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-07","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-08","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-09","0.00",,"46",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-10","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-11","0.00",,"54",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-12",,,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-13","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-14",,,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-15","0.00",,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-16","0.00",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-17","0.00",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-18","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-19","0.00",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-20","0.35",,"43",,"43"
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-21","0.20",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-22","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-23",,,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-24","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-25",,,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-26","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-27","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-28",,,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-29",,,"47",,"41"
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-30","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-10-31","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-01","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-02","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-03","0.12",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-04","0.63",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-05","3.70",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-06",,,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-07","0.02",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-08",,,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-09","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-10","0.16",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-11","0.00",,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-12","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-13",,,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-14","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-15",,,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-16","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-17","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-18","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-19","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-20","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-21","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-22","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-23","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-24","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-25","0.00",,"55",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-26","0.00",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-27","0.00",,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-28","0.00",,"46",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-29","0.00",,"54",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-11-30","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-01","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-02",,,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-03","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-04","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-05","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-06","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-07","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-08","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-09","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-10","0.00",,"46",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-11","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-12","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-13","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-14",,,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-15","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-16","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-17","0.00",,"36",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-18",,,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-19",,,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-20",,,"31",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-21",,"1.6","38",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-22","0.00",,"31",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-23","0.00",,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-24","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-25","0.00",,"34",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-26","0.00",,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-27","0.00",,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-28","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-29","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-30",,,"36",,
"ITM00016061","TORINO BRIC CROCE, IT","1994-12-31","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-01","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-02","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-03","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-04","0.00",,"29",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-05","0.00",,"25",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-06","0.00",,"25",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-07","0.00",,"27",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-08","0.00",,"29",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-09",,,"29",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-10","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-11","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-12",,,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-13","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-14","0.00",,"31",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-15","0.00",,"29",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-16","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-17","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-18",,,"30",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-19",,,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-20","0.00",,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-21","0.00",,"33",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-22","0.00",,"32",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-23",,,"36",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-24","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-25","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-26","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-27",,,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-28","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-29","0.00",,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-30","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-01-31","0.00",,"45",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-01","0.00",,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-02","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-03","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-04","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-05",,,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-06","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-07","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-08","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-09","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-10","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-11",,,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-12",,,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-13",,,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-14",,,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-15","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-16","0.00",,"45",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-17","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-18","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-19","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-20","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-21","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-22",,,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-23",,,"37",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-24","0.00",,"34",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-25","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-26","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-27","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-02-28","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-01","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-02",,,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-03","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-04","0.00",,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-05",,,"35",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-06","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-07",,,"41","52",
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-08",,,"31",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-09","0.00",,"39",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-10","0.00",,"36",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-11","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-12","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-13","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-14","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-15","0.00",,"36",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-16","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-17","0.00",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-18","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-19","0.00",,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-20","0.00",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-21","0.00",,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-22","0.00",,"43",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-23","0.00",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-24","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-25","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-26","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-27","0.00",,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-28","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-29","0.00",,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-30",,,"38",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-03-31",,,"41",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-01",,,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-02",,,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-03","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-04","0.00",,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-05","0.00",,"55",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-06","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-07","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-08","0.00",,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-09","0.00",,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-10","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-11",,,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-12","0.00",,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-13","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-14",,,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-15","0.00",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-16","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-17","0.00",,"54",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-18","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-19",,,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-20",,,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-21","0.12",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-22",,,"46",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-23","0.35",,"42",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-24","0.98",,"44",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-25","0.87",,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-26",,,"48",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-27",,,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-28","0.12",,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-29",,,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-04-30",,,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-01","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-02","0.00",,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-03","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-04","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-05","0.00",,"65",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-06",,,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-07","0.00",,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-08",,,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-09","0.00",,"65",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-10",,,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-11","1.50",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-12",,,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-13","0.00",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-14","0.00",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-15","0.00",,"49",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-16","0.06",,"46",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-17",,,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-18",,,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-19","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-20","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-21","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-22","0.00",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-23","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-24","0.00",,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-25","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-26","0.71",,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-27","0.00",,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-28","0.00",,"66",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-29",,,"68",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-30","0.35",,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-05-31","0.71",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-01","0.41",,"55",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-02","0.00",,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-03",,,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-04",,,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-05","0.12",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-06","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-07","0.00",,"65",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-08","0.00",,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-09",,,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-10","0.75",,"57",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-11","0.41",,"50",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-12",,,"51",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-13","0.75",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-14",,,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-15","0.04",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-16","0.00",,"59",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-17","0.00",,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-18","0.00",,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-19","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-20","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-21",,,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-22","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-23",,,"53",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-24","0.00",,"56",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-25","0.00",,"62",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-26","0.00",,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-27",,,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-28",,,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-29","0.00",,"73",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-06-30","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-01","0.00",,"73",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-02","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-03",,,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-04","0.00",,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-05",,,"61",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-06","0.00",,"69",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-07","0.00",,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-08","0.00",,"73",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-09","0.00",,"75",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-10","0.00",,"75",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-11","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-12",,,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-13","0.00",,"73",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-14","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-15",,,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-16","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-17",,,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-18",,,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-19","0.00",,"76",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-20","0.00",,"77",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-21",,,"79",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-22","0.00",,"78",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-23","0.00",,"77",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-24","0.00",,"74",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-25",,,"75",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-26","0.00",,"74",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-27","0.00",,"75",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-28","0.00",,"78",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-29","0.00",,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-30",,,"68",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-07-31",,,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-01",,,"74",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-02",,,"75",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-03","0.00",,"72",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-04","0.00",,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-05","0.20",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-06","0.00",,"71",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-07","0.00",,"69",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-08",,,"64",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-09","0.00",,"63",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-10","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-11","0.00",,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-12","0.00",,"68",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-13",,,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-14","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-15","0.00",,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-16","0.00",,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-17","0.04",,"58",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-18","0.00",,"60",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-19","0.00",,"65",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-20","0.04",,"64",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-21",,,"64",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-22","0.43",,"64",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-23","0.22",,"64",,
"ITM00016061","TORINO BRIC CROCE, IT","1995-08-24",,,"65",,
